#node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
ACTB,PXDNL,9606.ENSP00000494750,9606.ENSP00000348645,0,0,0,0,0,0,0,0.924,0.924
GAPDH,PXDNL,9606.ENSP00000380070,9606.ENSP00000348645,0,0,0,0,0,0,0,0.924,0.924
HSP90AA1,PRKN,9606.ENSP00000335153,9606.ENSP00000355865,0,0,0,0,0,0.617,0.5,0.637,0.924
MAPK13,PPARGC1A,9606.ENSP00000211287,9606.ENSP00000264867,0,0,0,0,0,0,0.9,0.274,0.924
LDHA,PGK1,9606.ENSP00000445175,9606.ENSP00000362413,0.054,0,0,0,0.56,0.188,0,0.801,0.923
DNAJB6,HSPA1A,9606.ENSP00000262177,9606.ENSP00000364802,0.041,0,0.389,0,0.26,0.142,0.475,0.681,0.923
LDHA,TALDO1,9606.ENSP00000445175,9606.ENSP00000321259,0.042,0,0,0,0.118,0.187,0.8,0.53,0.923
HMGB1,NFKB1,9606.ENSP00000345347,9606.ENSP00000226574,0,0,0,0,0.111,0.294,0.4,0.82,0.923
ACTB,AKT1,9606.ENSP00000494750,9606.ENSP00000451828,0,0,0,0,0.105,0.313,0,0.885,0.923
CRK,MAPK9,9606.ENSP00000300574,9606.ENSP00000394560,0,0,0,0,0.074,0.046,0.9,0.232,0.923
GAPDH,TRAF2,9606.ENSP00000380070,9606.ENSP00000247668,0,0,0,0,0.069,0,0.9,0.24,0.923
BAG3,HSF1,9606.ENSP00000358081,9606.ENSP00000431512,0,0,0,0,0.054,0.502,0.72,0.489,0.923
EGFR,HSPA1B,9606.ENSP00000275493,9606.ENSP00000364801,0,0,0,0,0.054,0.833,0,0.555,0.923
NCOR1,SMAD3,9606.ENSP00000268712,9606.ENSP00000332973,0,0,0,0,0.054,0,0.5,0.851,0.923
CDKN2A,PTEN,9606.ENSP00000418915,9606.ENSP00000361021,0,0,0,0,0.053,0.188,0,0.908,0.923
AKT1,HSPB3,9606.ENSP00000451828,9606.ENSP00000303394,0,0,0,0,0,0.05,0,0.923,0.923
CAMP,JUN,9606.ENSP00000296435,9606.ENSP00000360266,0,0,0,0,0,0,0.9,0.27,0.923
ESR1,UBE3A,9606.ENSP00000405330,9606.ENSP00000497594,0,0,0,0,0,0.82,0,0.59,0.923
HIF1A,SP1,9606.ENSP00000437955,9606.ENSP00000329357,0,0,0,0,0,0.678,0,0.771,0.923
MAPK13,MED1,9606.ENSP00000211287,9606.ENSP00000300651,0,0,0,0,0,0.252,0.9,0.065,0.923
MDM2,RCHY1,9606.ENSP00000258149,9606.ENSP00000321239,0,0,0,0,0,0.601,0,0.815,0.923
MAP3K7,MAPK13,9606.ENSP00000358335,9606.ENSP00000211287,0,0,0,0.592,0,0.11,0.9,0.203,0.922
G6PD,TALDO1,9606.ENSP00000377192,9606.ENSP00000321259,0.12,0,0,0,0.456,0.256,0,0.808,0.922
GAPDH,HSP90AA1,9606.ENSP00000380070,9606.ENSP00000335153,0,0,0,0,0.342,0.336,0,0.836,0.922
RAC2,RELA,9606.ENSP00000249071,9606.ENSP00000384273,0,0,0,0,0.117,0.078,0.9,0.156,0.922
DAXX,HDAC1,9606.ENSP00000266000,9606.ENSP00000362649,0,0,0,0,0.106,0.796,0,0.605,0.922
MAP2K3,RAC2,9606.ENSP00000345083,9606.ENSP00000249071,0,0,0,0,0.103,0,0.9,0.203,0.922
DNMT1,SIRT1,9606.ENSP00000352516,9606.ENSP00000212015,0,0,0,0,0.047,0.597,0,0.815,0.922
ESR1,MAPK13,9606.ENSP00000405330,9606.ENSP00000211287,0,0,0,0,0,0,0.9,0.258,0.922
MED1,SRC,9606.ENSP00000300651,9606.ENSP00000362680,0,0,0,0,0,0.049,0.9,0.248,0.922
NFATC1,NFATC3,9606.ENSP00000389377,9606.ENSP00000300659,0,0,0,0.844,0.117,0,0.9,0.179,0.921
DNAJA1,HSPA2,9606.ENSP00000369127,9606.ENSP00000378199,0.041,0,0.391,0,0.242,0.542,0.563,0.283,0.921
UBE2K,UBE3A,9606.ENSP00000261427,9606.ENSP00000497594,0,0,0,0,0.131,0.049,0,0.912,0.921
BCL10,MAPK14,9606.ENSP00000498104,9606.ENSP00000229795,0,0,0,0,0.103,0,0.9,0.192,0.921
HSP90AB1,HSPB3,9606.ENSP00000360609,9606.ENSP00000303394,0,0,0,0,0.103,0,0,0.915,0.921
HDAC1,HSPA4,9606.ENSP00000362649,9606.ENSP00000302961,0,0,0,0,0.088,0.314,0,0.884,0.921
CLTCL1,HTT,9606.ENSP00000441158,9606.ENSP00000347184,0,0,0,0,0.07,0.056,0.9,0.206,0.921
HSPA8,HTT,9606.ENSP00000437125,9606.ENSP00000347184,0,0,0,0,0.067,0.568,0,0.82,0.921
DUSP4,MAPK14,9606.ENSP00000240100,9606.ENSP00000229795,0,0,0,0,0.06,0.658,0.65,0.381,0.921
KAT2B,NCOR1,9606.ENSP00000263754,9606.ENSP00000268712,0,0,0,0,0.055,0.465,0.5,0.726,0.921
OPTN,TFRC,9606.ENSP00000368022,9606.ENSP00000376197,0,0,0,0,0.055,0.735,0,0.711,0.921
BECN1,IRS1,9606.ENSP00000355231,9606.ENSP00000304895,0,0,0,0,0,0.065,0,0.919,0.921
HMGB1,PLG,9606.ENSP00000345347,9606.ENSP00000308938,0,0,0,0,0,0.294,0,0.892,0.921
JUN,MAP2K4,9606.ENSP00000360266,9606.ENSP00000410402,0,0,0,0,0,0.292,0,0.893,0.921
MAPK8,PGR,9606.ENSP00000378974,9606.ENSP00000325120,0,0,0,0,0,0,0.9,0.248,0.921
DNAJA1,DNAJA2,9606.ENSP00000369127,9606.ENSP00000314030,0,0,0.065,0.95,0.18,0.695,0.5,0.425,0.92
MAP2K7,RIPK1,9606.ENSP00000381070,9606.ENSP00000259808,0,0,0,0.594,0.077,0.113,0.9,0.14,0.92
SHMT2,TPI1,9606.ENSP00000333667,9606.ENSP00000229270,0.098,0,0,0,0.34,0,0,0.877,0.92
GAPDH,SHMT2,9606.ENSP00000380070,9606.ENSP00000333667,0.057,0,0,0,0.231,0.094,0,0.893,0.92
DNAJB6,STUB1,9606.ENSP00000262177,9606.ENSP00000219548,0,0,0,0,0.087,0.73,0,0.702,0.92
MAP2K3,TRAF2,9606.ENSP00000345083,9606.ENSP00000247668,0,0,0,0,0.083,0,0.9,0.202,0.92
CREB1,FOXO1,9606.ENSP00000387699,9606.ENSP00000368880,0,0,0,0,0.082,0.091,0,0.911,0.92
MAPT,PRKN,9606.ENSP00000340820,9606.ENSP00000355865,0,0,0,0,0.074,0.623,0,0.789,0.92
MAP2K7,RAC2,9606.ENSP00000381070,9606.ENSP00000249071,0,0,0,0,0.055,0.126,0.9,0.148,0.92
MAPK14,PGR,9606.ENSP00000229795,9606.ENSP00000325120,0,0,0,0,0.055,0,0.9,0.221,0.92
FOSB,SIRT1,9606.ENSP00000245919,9606.ENSP00000212015,0,0,0,0,0.053,0.057,0.9,0.211,0.92
HTT,SDHA,9606.ENSP00000347184,9606.ENSP00000264932,0.054,0,0,0,0.049,0,0.9,0.223,0.92
CHEK2,MDM4,9606.ENSP00000372023,9606.ENSP00000356150,0,0,0,0,0.042,0.292,0.75,0.583,0.92
CDKN1A,EP300,9606.ENSP00000384849,9606.ENSP00000263253,0,0,0,0,0,0.719,0,0.728,0.92
MAP2K3,RIPK1,9606.ENSP00000345083,9606.ENSP00000259808,0,0,0.113,0.641,0.092,0.043,0.9,0.12,0.919
DNAJA2,HSPA2,9606.ENSP00000314030,9606.ENSP00000378199,0.041,0,0.398,0,0.242,0.556,0.563,0.233,0.919
AGO2,PABPC1,9606.ENSP00000220592,9606.ENSP00000313007,0,0,0,0,0.105,0.703,0,0.72,0.919
BAG5,STUB1,9606.ENSP00000338814,9606.ENSP00000219548,0,0,0,0,0.056,0.538,0,0.829,0.919
ESR1,FOXO1,9606.ENSP00000405330,9606.ENSP00000368880,0,0,0,0,0.042,0.63,0,0.79,0.919
ESR1,HSPA8,9606.ENSP00000405330,9606.ENSP00000437125,0,0,0,0,0,0.799,0,0.617,0.919
HTT,SQSTM1,9606.ENSP00000347184,9606.ENSP00000374455,0,0,0,0,0,0.661,0,0.772,0.919
EP300,MED1,9606.ENSP00000263253,9606.ENSP00000300651,0,0,0,0,0.305,0,0.8,0.459,0.918
HNRNPD,HSPA4,9606.ENSP00000313199,9606.ENSP00000302961,0,0,0,0,0.14,0.627,0,0.766,0.918
CD40,TLR4,9606.ENSP00000361359,9606.ENSP00000363089,0,0,0,0,0.075,0,0,0.915,0.918
KAT5,PRKDC,9606.ENSP00000340330,9606.ENSP00000313420,0,0,0,0,0.074,0.292,0.5,0.781,0.918
CDKN1A,SMAD3,9606.ENSP00000384849,9606.ENSP00000332973,0,0,0,0,0.061,0.292,0.5,0.784,0.918
AKT1,BECN1,9606.ENSP00000451828,9606.ENSP00000355231,0,0,0,0,0.06,0.61,0,0.795,0.918
BAG1,BAG5,9606.ENSP00000489189,9606.ENSP00000338814,0,0,0,0,0.06,0,0.4,0.866,0.918
MAP2K7,TRADD,9606.ENSP00000381070,9606.ENSP00000341268,0,0,0,0,0,0,0.9,0.222,0.918
DNAJA2,DNAJB1,9606.ENSP00000314030,9606.ENSP00000254322,0,0,0.113,0.836,0.289,0.712,0.5,0.229,0.917
DNAJB6,HSPA9,9606.ENSP00000262177,9606.ENSP00000297185,0.041,0,0.377,0,0.262,0.554,0.475,0.346,0.917
CREBBP,SMAD4,9606.ENSP00000262367,9606.ENSP00000341551,0,0,0,0,0.191,0.316,0,0.862,0.917
KRAS,SMAD4,9606.ENSP00000256078,9606.ENSP00000341551,0,0,0,0,0.118,0.051,0,0.908,0.917
MYC,NFKB1,9606.ENSP00000478887,9606.ENSP00000226574,0,0,0,0,0.115,0.292,0,0.879,0.917
BCL10,MAPK1,9606.ENSP00000498104,9606.ENSP00000215832,0,0,0,0,0.112,0,0.9,0.148,0.917
FOS,RELA,9606.ENSP00000306245,9606.ENSP00000384273,0,0,0,0,0.101,0.528,0,0.82,0.917
DDX5,EP300,9606.ENSP00000225792,9606.ENSP00000263253,0,0,0,0,0.085,0.631,0.5,0.566,0.917
DAXX,MAPK9,9606.ENSP00000266000,9606.ENSP00000394560,0,0,0,0,0.082,0.109,0.9,0.108,0.917
HTT,MAPK9,9606.ENSP00000347184,9606.ENSP00000394560,0,0,0,0,0.067,0,0.9,0.191,0.917
BAD,MAPK1,9606.ENSP00000378040,9606.ENSP00000215832,0,0,0,0,0.06,0,0.9,0.195,0.917
HSPA1B,MAPK9,9606.ENSP00000364801,9606.ENSP00000394560,0,0,0,0,0.053,0,0.9,0.199,0.917
CDC37,EGFR,9606.ENSP00000222005,9606.ENSP00000275493,0,0,0,0,0.047,0.627,0.5,0.589,0.917
HTT,PACSIN1,9606.ENSP00000347184,9606.ENSP00000484060,0,0,0,0,0.044,0.624,0,0.787,0.917
FN1,TLR2,9606.ENSP00000346839,9606.ENSP00000260010,0,0,0,0,0.043,0,0,0.917,0.917
HSPA9,TLR4,9606.ENSP00000297185,9606.ENSP00000363089,0,0,0,0,0,0.102,0.9,0.151,0.917
HSPA4L,HSPH1,9606.ENSP00000296464,9606.ENSP00000487365,0,0,0.063,0.954,0.151,0,0.9,0.068,0.916
HSP90AB1,HSPH1,9606.ENSP00000360609,9606.ENSP00000487365,0,0,0,0,0.506,0.341,0,0.765,0.916
EEF1A1,HSPA4,9606.ENSP00000339063,9606.ENSP00000302961,0,0.001,0,0,0.366,0.08,0,0.867,0.916
DNAJB4,HSPA5,9606.ENSP00000359799,9606.ENSP00000324173,0.041,0,0.419,0,0.303,0.25,0.162,0.72,0.916
DNAJC3,HSPA4,9606.ENSP00000473631,9606.ENSP00000302961,0.041,0,0,0,0.252,0.661,0.162,0.651,0.916
ALDOB,PKM,9606.ENSP00000497767,9606.ENSP00000320171,0.069,0,0,0,0.113,0,0.82,0.502,0.916
BCL10,MAPK13,9606.ENSP00000498104,9606.ENSP00000211287,0,0,0,0,0.075,0,0.9,0.167,0.916
DNAJB1,HSPB8,9606.ENSP00000254322,9606.ENSP00000281938,0,0,0,0,0.066,0.054,0.4,0.86,0.916
RELA,SFN,9606.ENSP00000384273,9606.ENSP00000340989,0,0,0,0,0.064,0.907,0,0.112,0.916
CAMP,RELA,9606.ENSP00000296435,9606.ENSP00000384273,0,0,0,0,0.063,0,0.9,0.183,0.916
HSPA4,HSPA5,9606.ENSP00000302961,9606.ENSP00000324173,0,0,0.145,0.774,0.154,0.412,0.5,0.663,0.915
GAPDH,VDAC1,9606.ENSP00000380070,9606.ENSP00000378487,0,0,0,0,0.314,0.061,0,0.879,0.915
AHSA1,HSP90B1,9606.ENSP00000216479,9606.ENSP00000299767,0,0,0,0,0.308,0.682,0,0.647,0.915
CCNG1,MDM2,9606.ENSP00000344635,9606.ENSP00000258149,0,0,0,0,0.104,0.355,0.5,0.74,0.915
ATR,SQSTM1,9606.ENSP00000343741,9606.ENSP00000374455,0,0,0,0,0.042,0,0.9,0.185,0.915
JUN,MAP2K7,9606.ENSP00000360266,9606.ENSP00000381070,0,0,0,0,0,0.354,0,0.875,0.915
KAT5,MDM2,9606.ENSP00000340330,9606.ENSP00000258149,0,0,0,0,0,0.735,0,0.696,0.915
MAPK13,SP1,9606.ENSP00000211287,9606.ENSP00000329357,0,0,0,0,0,0.099,0.9,0.138,0.915
DNAJB6,HSPA2,9606.ENSP00000262177,9606.ENSP00000378199,0.041,0,0.39,0,0.253,0.606,0.475,0.231,0.914
DNAJC7,HSPA1L,9606.ENSP00000406463,9606.ENSP00000364805,0.041,0,0,0,0.236,0.761,0.475,0.209,0.914
BIRC3,CD40,9606.ENSP00000263464,9606.ENSP00000361359,0,0,0,0,0.192,0.094,0.5,0.795,0.914
HSP90AA1,HSPB3,9606.ENSP00000335153,9606.ENSP00000303394,0,0,0,0,0.103,0,0,0.908,0.914
AURKA,MYC,9606.ENSP00000216911,9606.ENSP00000478887,0,0,0,0,0.099,0.175,0,0.893,0.914
G6PD,PGAM1,9606.ENSP00000377192,9606.ENSP00000359991,0.042,0,0,0,0.087,0.246,0.8,0.448,0.914
AKT1,SMAD4,9606.ENSP00000451828,9606.ENSP00000341551,0,0,0,0,0.085,0.636,0,0.763,0.914
AKT1,FKBP4,9606.ENSP00000451828,9606.ENSP00000001008,0,0,0,0,0.06,0.045,0,0.912,0.914
HSPA8,MAPK9,9606.ENSP00000437125,9606.ENSP00000394560,0,0,0,0,0.06,0,0.9,0.158,0.914
MAP2K4,RAC2,9606.ENSP00000410402,9606.ENSP00000249071,0,0,0,0,0.054,0,0.9,0.163,0.914
EP300,NR3C1,9606.ENSP00000263253,9606.ENSP00000231509,0,0,0,0,0.049,0.755,0,0.663,0.914
BAD,SFN,9606.ENSP00000378040,9606.ENSP00000340989,0,0,0,0,0,0.817,0.5,0.133,0.914
BAG2,HSPA1B,9606.ENSP00000359727,9606.ENSP00000364801,0,0,0,0,0,0.655,0.4,0.618,0.914
FOS,MED1,9606.ENSP00000306245,9606.ENSP00000300651,0,0,0,0,0,0.07,0.9,0.159,0.914
HSPA9,TLR2,9606.ENSP00000297185,9606.ENSP00000260010,0,0,0,0,0,0.102,0.9,0.126,0.914
MAP2K3,MAP2K4,9606.ENSP00000345083,9606.ENSP00000410402,0,0,0.061,0.938,0.091,0.045,0.9,0.097,0.913
HSPA4L,HSPA5,9606.ENSP00000296464,9606.ENSP00000324173,0,0,0.153,0.754,0.143,0.632,0.5,0.45,0.913
LDHA,TPI1,9606.ENSP00000445175,9606.ENSP00000229270,0.057,0,0,0,0.489,0.21,0,0.798,0.913
BAG4,HSPA4,9606.ENSP00000287322,9606.ENSP00000302961,0,0,0,0,0.066,0.376,0.4,0.781,0.913
CREBBP,NFKB1,9606.ENSP00000262367,9606.ENSP00000226574,0,0,0,0,0.06,0,0.5,0.83,0.913
AKT1,ESR1,9606.ENSP00000451828,9606.ENSP00000405330,0,0,0,0,0.055,0.314,0,0.877,0.913
CLTCL1,HIP1,9606.ENSP00000441158,9606.ENSP00000336747,0,0,0,0,0.049,0.416,0.8,0.316,0.913
HSPA5,HSPBP1,9606.ENSP00000324173,9606.ENSP00000255631,0,0,0,0,0.235,0.738,0,0.599,0.912
HIF1A,LDHA,9606.ENSP00000437955,9606.ENSP00000445175,0,0,0,0,0.156,0.481,0,0.815,0.912
H6PD,PGAM1,9606.ENSP00000473348,9606.ENSP00000359991,0.05,0,0,0,0.091,0.067,0.8,0.539,0.912
PTEN,SMAD4,9606.ENSP00000361021,9606.ENSP00000341551,0,0,0,0,0.072,0.053,0,0.908,0.912
RELA,SQSTM1,9606.ENSP00000384273,9606.ENSP00000374455,0,0,0,0,0.062,0.61,0.5,0.576,0.912
BECN1,RASD2,9606.ENSP00000355231,9606.ENSP00000216127,0,0,0,0,0,0.092,0,0.907,0.912
JUND,SFN,9606.ENSP00000252818,9606.ENSP00000340989,0,0,0,0,0,0.902,0,0.132,0.912
DUSP1,JUN,9606.ENSP00000239223,9606.ENSP00000360266,0,0,0,0,0.482,0.103,0,0.824,0.911
GRPEL1,HSPA8,9606.ENSP00000264954,9606.ENSP00000437125,0.057,0,0,0,0.394,0.58,0,0.674,0.911
ACTB,HSP90AB1,9606.ENSP00000494750,9606.ENSP00000360609,0,0,0,0,0.187,0.27,0,0.863,0.911
LDHA,TKTL1,9606.ENSP00000445175,9606.ENSP00000358931,0.042,0,0,0,0.111,0,0.8,0.541,0.911
CD40,TLR2,9606.ENSP00000361359,9606.ENSP00000260010,0,0,0,0,0.11,0,0,0.904,0.911
MAPK13,NCOA3,9606.ENSP00000211287,9606.ENSP00000361066,0,0,0,0,0.082,0,0.9,0.116,0.911
HSPA6,MAPK8,9606.ENSP00000310219,9606.ENSP00000378974,0,0,0,0,0.069,0,0.9,0.124,0.911
AKT1,GAPDH,9606.ENSP00000451828,9606.ENSP00000380070,0,0,0,0,0.056,0.25,0,0.884,0.911
BID,MAPK9,9606.ENSP00000318822,9606.ENSP00000394560,0,0,0,0,0.042,0,0.9,0.152,0.911
HNRNPD,HSPB1,9606.ENSP00000313199,9606.ENSP00000248553,0,0,0,0,0,0.651,0.5,0.532,0.911
JUN,MED1,9606.ENSP00000360266,9606.ENSP00000300651,0,0,0,0,0,0,0.9,0.151,0.911
MAPK13,MAPK8,9606.ENSP00000211287,9606.ENSP00000378974,0,0,0.063,0.922,0.067,0,0.9,0.096,0.91
G6PD,TKT,9606.ENSP00000377192,9606.ENSP00000391481,0.102,0,0,0,0.403,0.189,0,0.818,0.91
LDHA,TKTL2,9606.ENSP00000445175,9606.ENSP00000280605,0.042,0,0,0,0.111,0,0.8,0.538,0.91
HSPB1,MAPK14,9606.ENSP00000248553,9606.ENSP00000229795,0,0,0,0,0.085,0.316,0.5,0.747,0.91
CDKN2A,EGFR,9606.ENSP00000418915,9606.ENSP00000275493,0,0,0,0,0.069,0.045,0,0.906,0.91
NFKB1,SP1,9606.ENSP00000226574,9606.ENSP00000329357,0,0,0,0,0.067,0.748,0,0.648,0.91
SOD1,SQSTM1,9606.ENSP00000270142,9606.ENSP00000374455,0,0,0,0,0.053,0.251,0,0.884,0.91
HSPA1L,TLR2,9606.ENSP00000364805,9606.ENSP00000260010,0,0,0,0,0.042,0.102,0.9,0.079,0.91
CRK,MAP3K1,9606.ENSP00000300574,9606.ENSP00000382423,0,0,0,0,0,0,0.9,0.146,0.91
GAPDH,LOC112694756,9606.ENSP00000380070,9606.ENSP00000485952,0.079,0,0,0,0.246,0.091,0.413,0.794,0.909
HSP90AA1,NCOR1,9606.ENSP00000335153,9606.ENSP00000268712,0,0,0,0,0.143,0,0,0.898,0.909
CREBBP,MDM2,9606.ENSP00000262367,9606.ENSP00000258149,0,0,0,0,0.122,0.625,0,0.746,0.909
TLR2,TRAF6,9606.ENSP00000260010,9606.ENSP00000433623,0,0,0,0,0.121,0.073,0,0.897,0.909
PRPF19,TCERG1,9606.ENSP00000227524,9606.ENSP00000296702,0,0,0,0,0.097,0.84,0.4,0.075,0.909
CDKN1A,HSP90AA1,9606.ENSP00000384849,9606.ENSP00000335153,0,0,0,0,0.078,0.292,0.5,0.756,0.909
ELK1,MAPK14,9606.ENSP00000366182,9606.ENSP00000229795,0,0,0,0,0.049,0.094,0.9,0.074,0.909
HSP90AA1,MDM2,9606.ENSP00000335153,9606.ENSP00000258149,0,0,0,0,0.049,0.539,0,0.81,0.909
MAPK9,SP1,9606.ENSP00000394560,9606.ENSP00000329357,0,0,0,0,0.049,0.055,0.9,0.114,0.909
HSPA2,TLR2,9606.ENSP00000378199,9606.ENSP00000260010,0,0,0,0,0,0.102,0.9,0.074,0.909
DNAJA1,HSPA9,9606.ENSP00000369127,9606.ENSP00000297185,0.041,0,0.374,0,0.437,0.427,0.162,0.539,0.908
DNAJA1,STUB1,9606.ENSP00000369127,9606.ENSP00000219548,0,0,0,0,0.058,0.394,0,0.852,0.908
MAPK13,PGR,9606.ENSP00000211287,9606.ENSP00000325120,0,0,0,0,0.055,0,0.9,0.112,0.908
BRCA1,UBE2K,9606.ENSP00000418960,9606.ENSP00000261427,0,0,0,0,0.049,0.792,0,0.575,0.908
MYC,PTEN,9606.ENSP00000478887,9606.ENSP00000361021,0,0,0,0,0.044,0.317,0,0.87,0.908
ELK1,MAPK13,9606.ENSP00000366182,9606.ENSP00000211287,0,0,0,0,0,0.094,0.9,0.074,0.908
MAPK9,PGR,9606.ENSP00000394560,9606.ENSP00000325120,0,0,0,0,0,0,0.9,0.121,0.908
MAPK1,MAPK13,9606.ENSP00000215832,9606.ENSP00000211287,0,0,0.067,0.91,0.042,0,0.9,0.083,0.907
G6PD,GAPDHS,9606.ENSP00000377192,9606.ENSP00000222286,0.069,0,0,0,0.321,0.09,0.8,0.316,0.907
AGO2,DDX5,9606.ENSP00000220592,9606.ENSP00000225792,0,0,0,0,0.055,0.334,0,0.864,0.907
BAG2,BAG4,9606.ENSP00000359727,9606.ENSP00000287322,0,0,0,0,0,0,0.4,0.852,0.907
ITPR1,KAT5,9606.ENSP00000306253,9606.ENSP00000340330,0,0,0,0,0,0,0.9,0.11,0.907
HSPB3,HSPB8,9606.ENSP00000303394,9606.ENSP00000281938,0,0,0,0.7,0.175,0.23,0,0.864,0.906
HSP90AB1,NCOR1,9606.ENSP00000360609,9606.ENSP00000268712,0,0,0,0,0.115,0,0,0.898,0.906
TOMM70,VDAC1,9606.ENSP00000284320,9606.ENSP00000378487,0,0,0,0,0.114,0.182,0.4,0.81,0.906
ALDOA,BPGM,9606.ENSP00000496166,9606.ENSP00000376840,0.053,0,0,0,0.105,0.053,0.8,0.506,0.906
ALDOB,LDHA,9606.ENSP00000497767,9606.ENSP00000445175,0,0,0,0,0.087,0.059,0.8,0.518,0.906
SNCA,TLR2,9606.ENSP00000500990,9606.ENSP00000260010,0,0,0,0,0.068,0.051,0,0.902,0.906
DNAJB1,HSF1,9606.ENSP00000254322,9606.ENSP00000431512,0,0,0,0,0.066,0.357,0.5,0.723,0.906
HSPA2,MAPK8,9606.ENSP00000378199,9606.ENSP00000378974,0,0,0,0,0.06,0,0.9,0.083,0.906
HSPA6,MAPK9,9606.ENSP00000310219,9606.ENSP00000394560,0,0,0,0,0.06,0,0.9,0.082,0.906
HSPA1L,MAPK9,9606.ENSP00000364805,9606.ENSP00000394560,0,0,0,0,0.053,0,0.9,0.091,0.906
MED1,TP53,9606.ENSP00000300651,9606.ENSP00000269305,0,0,0,0,0.049,0.625,0,0.759,0.906
BAD,MAPK9,9606.ENSP00000378040,9606.ENSP00000394560,0,0,0,0,0,0,0.9,0.1,0.906
EIF4G1,HSPB2,9606.ENSP00000416255,9606.ENSP00000302476,0,0,0,0,0,0,0,0.906,0.906
EIF4G1,HSPB3,9606.ENSP00000416255,9606.ENSP00000303394,0,0,0,0,0,0,0,0.906,0.906
TKT,TKTL1,9606.ENSP00000391481,9606.ENSP00000358931,0,0,0.058,0.964,0,0,0.9,0.073,0.905
HSPA2,HSPH1,9606.ENSP00000378199,9606.ENSP00000487365,0,0,0.169,0.718,0.177,0.772,0.4,0.138,0.905
ACTB,TBP,9606.ENSP00000494750,9606.ENSP00000230354,0,0,0,0,0.294,0.09,0.5,0.741,0.905
ALDOA,H6PD,9606.ENSP00000496166,9606.ENSP00000473348,0,0,0,0,0.069,0,0.8,0.534,0.905
HSPA2,MAPK9,9606.ENSP00000378199,9606.ENSP00000394560,0,0,0,0,0.06,0,0.9,0.073,0.905
EIF4G1,HSPA4,9606.ENSP00000416255,9606.ENSP00000302961,0,0,0,0,0.323,0.067,0,0.86,0.904
DNAJA1,HSPA5,9606.ENSP00000369127,9606.ENSP00000324173,0.041,0,0.399,0,0.269,0.441,0.162,0.605,0.904
ENO1,LOC112694756,9606.ENSP00000495530,9606.ENSP00000485952,0,0,0,0,0.211,0.072,0.139,0.866,0.904
EIF4G1,RPL13A,9606.ENSP00000416255,9606.ENSP00000375730,0,0,0,0,0.186,0.107,0.5,0.769,0.904
AKT1,RHOA,9606.ENSP00000451828,9606.ENSP00000400175,0,0,0,0,0.105,0.11,0,0.889,0.904
AKT1,KRAS,9606.ENSP00000451828,9606.ENSP00000256078,0,0,0,0,0.076,0.11,0,0.893,0.904
PTEN,STUB1,9606.ENSP00000361021,9606.ENSP00000219548,0,0,0,0,0.076,0.743,0.4,0.407,0.904
ATM,EP300,9606.ENSP00000278616,9606.ENSP00000263253,0,0,0,0,0.074,0,0,0.9,0.904
HSPA1L,MAPK8,9606.ENSP00000364805,9606.ENSP00000378974,0,0,0,0,0.053,0,0.9,0.072,0.904
CDKN1A,CREBBP,9606.ENSP00000384849,9606.ENSP00000262367,0,0,0,0,0,0.783,0,0.577,0.904
DNAJC5,HSPA4,9606.ENSP00000354111,9606.ENSP00000302961,0.041,0,0,0,0.238,0.561,0.162,0.695,0.903
ENO1,G6PD,9606.ENSP00000495530,9606.ENSP00000377192,0,0,0,0,0.097,0,0.8,0.508,0.903
NCOA3,NR3C1,9606.ENSP00000361066,9606.ENSP00000231509,0,0,0,0,0.094,0.774,0,0.566,0.903
EGFR,RHOA,9606.ENSP00000275493,9606.ENSP00000400175,0,0,0,0,0.075,0.258,0.5,0.752,0.903
BCAS2,TCERG1,9606.ENSP00000358554,9606.ENSP00000296702,0,0,0,0,0.067,0.84,0.4,0.05,0.903
FOXO1,PTEN,9606.ENSP00000368880,9606.ENSP00000361021,0,0,0,0,0.064,0.099,0,0.894,0.903
ESR1,IRS1,9606.ENSP00000405330,9606.ENSP00000304895,0,0,0,0,0.06,0.298,0,0.865,0.903
LAMP2,SQSTM1,9606.ENSP00000408411,9606.ENSP00000374455,0,0,0,0,0.056,0.292,0,0.867,0.903
DAXX,NR3C1,9606.ENSP00000266000,9606.ENSP00000231509,0,0,0,0,0.054,0.628,0,0.748,0.903
HSPA8,HSPB3,9606.ENSP00000437125,9606.ENSP00000303394,0,0,0,0,0.049,0.071,0,0.899,0.903
CDKN1A,HDAC1,9606.ENSP00000384849,9606.ENSP00000362649,0,0,0,0,0,0.775,0,0.587,0.903
TKTL1,TKTL2,9606.ENSP00000358931,9606.ENSP00000280605,0,0,0.052,0.977,0,0,0.9,0.05,0.902
TKT,TKTL2,9606.ENSP00000391481,9606.ENSP00000280605,0,0,0.055,0.97,0,0,0.9,0.052,0.902
AHSA1,DNAJA1,9606.ENSP00000216479,9606.ENSP00000369127,0,0,0,0,0.411,0.451,0,0.721,0.902
DNAJA2,HSPA4,9606.ENSP00000314030,9606.ENSP00000302961,0.041,0,0.207,0,0.347,0.339,0.162,0.713,0.902
HSP90AB1,HSPBP1,9606.ENSP00000360609,9606.ENSP00000255631,0,0,0,0,0.148,0.049,0,0.889,0.902
